id,user_id,account_id,date,amount,merchant,description,category,is_recurring,mcc,source,balance
t457,u_demo,a_checking,2025-02-17,-3.39,Starbucks,STARBUCKS 8982,coffee,false,5814,synthetic,37487.7
t463,u_demo,a_credit,2025-02-17,-322.11,Amazon,AMZN Mktp US*E4157,shopping,false,5942,synthetic,-5945.18
t461,u_demo,a_checking,2025-02-18,-4.0,Starbucks,STARBUCKS 6387,coffee,false,5814,synthetic,37483.7
t445,u_demo,a_checking,2025-02-19,-118.24,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,37365.5
t455,u_demo,a_checking,2025-02-19,-7.33,Starbucks,STARBUCKS 5090,coffee,false,5814,synthetic,37358.1
t466,u_demo,a_credit,2025-02-20,-289.12,American Airlines,AA 381570,travel,false,4511,synthetic,-6234.3
t443,u_demo,a_checking,2025-02-21,-94.3,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,37263.8
t446,u_demo,a_checking,2025-02-21,-86.53,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic,37177.3
t459,u_demo,a_checking,2025-02-21,-6.26,Starbucks,STARBUCKS 2750,coffee,false,5814,synthetic,37171
t447,u_demo,a_checking,2025-02-27,-53.8,Shell,SHELL OIL 2333,gas,false,5541,synthetic,37117.2
t470,u_demo,a_checking,2025-03-01,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,39617.2
t472,u_demo,a_checking,2025-03-02,-1500.0,Landlord,MONTHLY RENT,housing,true,6513,synthetic,38117.2
t482,u_demo,a_checking,2025-03-02,-127.66,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,37989.6
t495,u_demo,a_checking,2025-03-02,-7.46,Starbucks,STARBUCKS 8878,coffee,false,5814,synthetic,37982.1
t484,u_demo,a_checking,2025-03-03,-30.47,Shell,SHELL OIL 8206,gas,false,5541,synthetic,37951.7
t499,u_demo,a_credit,2025-03-03,-227.83,Best Buy,BESTBUY #2796,electronics,false,5732,synthetic,-6462.13
t501,u_demo,a_checking,2025-03-03,-143.15,Walgreens Clinic,WALGREENS CLINIC,healthcare,false,8011,synthetic,37808.5
t476,u_demo,a_credit,2025-03-05,-12.99,Spotify,SPOTIFY P123,subscription,true,5815,synthetic,-6475.12
t477,u_demo,a_credit,2025-03-06,-7.99,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic,-6483.11
t478,u_demo,a_credit,2025-03-07,-2.99,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic,-6486.1
t473,u_demo,a_checking,2025-03-10,-80.0,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic,37728.5
t493,u_demo,a_checking,2025-03-11,-7.42,Starbucks,STARBUCKS 5805,coffee,false,5814,synthetic,37721.1
t498,u_demo,a_checking,2025-03-11,-3.99,Starbucks,STARBUCKS 1824,coffee,false,5814,synthetic,37717.1
t474,u_demo,a_checking,2025-03-12,-60.0,Comcast,HOME INTERNET,internet,true,4816,synthetic,37657.1
t492,u_demo,a_checking,2025-03-12,-6.54,Starbucks,STARBUCKS 2828,coffee,false,5814,synthetic,37650.6
t475,u_demo,a_checking,2025-03-14,-45.0,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic,37605.6
t489,u_demo,a_checking,2025-03-14,-18.89,Chipotle,CHIPOTLE 3033,restaurants,false,5812,synthetic,37586.7
t491,u_demo,a_checking,2025-03-14,-21.53,Chipotle,CHIPOTLE 5494,restaurants,false,5812,synthetic,37565.1
t471,u_demo,a_checking,2025-03-15,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,40065.1
t479,u_demo,a_checking,2025-03-15,-96.15,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic,39969
t481,u_demo,a_checking,2025-03-16,-128.28,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,39840.7
t488,u_demo,a_checking,2025-03-20,-13.31,Panera Bread,PANERA BREAD 4760,restaurants,false,5812,synthetic,39827.4
t486,u_demo,a_checking,2025-03-21,-73.68,Chevron,CHEVRON OIL 1271,gas,false,5541,synthetic,39753.7
t480,u_demo,a_checking,2025-03-22,-104.46,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,39649.3
t497,u_demo,a_checking,2025-03-22,-3.54,Starbucks,STARBUCKS 4564,coffee,false,5814,synthetic,39645.7
t500,u_demo,a_credit,2025-03-23,-193.26,Best Buy,BESTBUY #2913,electronics,false,5732,synthetic,-6679.36
t487,u_demo,a_checking,2025-03-25,-20.09,Local Diner,LOCAL DINER 1920,restaurants,false,5812,synthetic,39625.6
t496,u_demo,a_checking,2025-03-27,-6.77,Starbucks,STARBUCKS 8827,coffee,false,5814,synthetic,39618.9
t485,u_demo,a_checking,2025-03-29,-50.1,Chevron,CHEVRON OIL 3032,gas,false,5541,synthetic,39568.8
t483,u_demo,a_checking,2025-03-30,-62.62,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,39506.1
t490,u_demo,a_checking,2025-03-30,-10.54,Panera Bread,PANERA BREAD 9623,restaurants,false,5812,synthetic,39495.6
t494,u_demo,a_checking,2025-03-31,-7.07,Starbucks,STARBUCKS 9202,coffee,false,5814,synthetic,39488.5
t502,u_demo,a_checking,2025-04-01,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,41988.5
t524,u_demo,a_checking,2025-04-01,-6.59,Starbucks,STARBUCKS 5311,coffee,false,5814,synthetic,41981.9
t504,u_demo,a_checking,2025-04-02,-1500.0,Landlord,MONTHLY RENT,housing,true,6513,synthetic,40481.9
t511,u_demo,a_checking,2025-04-03,-66.32,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic,40415.6
t522,u_demo,a_checking,2025-04-03,-5.98,Starbucks,STARBUCKS 2591,coffee,false,5814,synthetic,40409.6
t513,u_demo,a_checking,2025-04-04,-53.69,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,40355.9
t508,u_demo,a_credit,2025-04-05,-12.99,Spotify,SPOTIFY P123,subscription,true,5815,synthetic,-6692.35
t517,u_demo,a_checking,2025-04-05,-44.07,Shell,SHELL OIL 1954,gas,false,5541,synthetic,40311.9
t509,u_demo,a_credit,2025-04-06,-7.99,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic,-6700.34
t510,u_demo,a_credit,2025-04-07,-2.99,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic,-6703.33
t528,u_demo,a_credit,2025-04-07,-629.5,Delta Airlines,DL 148874,travel,false,4511,synthetic,-7332.83
t521,u_demo,a_checking,2025-04-08,-27.77,Local Diner,LOCAL DINER 1317,restaurants,false,5812,synthetic,40284.1
t523,u_demo,a_checking,2025-04-08,-6.89,Starbucks,STARBUCKS 4930,coffee,false,5814,synthetic,40277.2
t525,u_demo,a_checking,2025-04-08,-6.83,Starbucks,STARBUCKS 3139,coffee,false,5814,synthetic,40270.4
t514,u_demo,a_checking,2025-04-09,-70.93,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,40199.5
t505,u_demo,a_checking,2025-04-10,-80.0,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic,40119.5
t506,u_demo,a_checking,2025-04-12,-60.0,Comcast,HOME INTERNET,internet,true,4816,synthetic,40059.5
t516,u_demo,a_checking,2025-04-12,-76.26,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,39983.2
t520,u_demo,a_checking,2025-04-13,-35.54,Local Diner,LOCAL DINER 6068,restaurants,false,5812,synthetic,39947.7
t507,u_demo,a_checking,2025-04-14,-45.0,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic,39902.7
t503,u_demo,a_checking,2025-04-15,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,42402.7
t519,u_demo,a_checking,2025-04-16,-16.61,Panera Bread,PANERA BREAD 9228,restaurants,false,5812,synthetic,42386
t527,u_demo,a_credit,2025-04-21,-250.67,Target,TARGET #5286,shopping,false,5311,synthetic,-7583.5
t529,u_demo,a_checking,2025-04-23,-75.77,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic,42310.3
t512,u_demo,a_checking,2025-04-24,-48.31,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic,42262
t526,u_demo,a_checking,2025-04-27,-4.5,Starbucks,STARBUCKS 2704,coffee,false,5814,synthetic,42257.5
t518,u_demo,a_checking,2025-04-28,-42.99,Shell,SHELL OIL 5133,gas,false,5541,synthetic,42214.5
t515,u_demo,a_checking,2025-04-29,-135.79,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic,42078.7
t530,u_demo,a_checking,2025-04-30,82.15,Venmo,VENMO CASHIN,transfer,false,6011,synthetic,42160.8
t531,u_demo,a_checking,2025-05-01,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,44660.8
t552,u_demo,a_checking,2025-05-01,-4.67,Starbucks,STARBUCKS 8813,coffee,false,5814,synthetic,44656.2
t533,u_demo,a_checking,2025-05-02,-1500.0,Landlord,MONTHLY RENT,housing,true,6513,synthetic,43156.2
t554,u_demo,a_checking,2025-05-03,-6.84,Starbucks,STARBUCKS 7540,coffee,false,5814,synthetic,43149.3
t547,u_demo,a_checking,2025-05-04,-45.05,Chevron,CHEVRON OIL 8491,gas,false,5541,synthetic,43104.3
t537,u_demo,a_credit,2025-05-05,-12.99,Spotify,SPOTIFY P123,subscription,true,5815,synthetic,-7596.49
t546,u_demo,a_checking,2025-05-05,-76.86,Shell,SHELL OIL 1277,gas,false,5541,synthetic,43027.4
t538,u_demo,a_credit,2025-05-06,-7.99,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic,-7604.48
t539,u_demo,a_credit,2025-05-07,-2.99,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic,-7607.47
t534,u_demo,a_checking,2025-05-10,-80.0,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic,42947.4
t535,u_demo,a_checking,2025-05-12,-60.0,Comcast,HOME INTERNET,internet,true,4816,synthetic,42887.4
t548,u_demo,a_checking,2025-05-12,-24.21,Chipotle,CHIPOTLE 9073,restaurants,false,5812,synthetic,42863.2
t551,u_demo,a_checking,2025-05-12,-3.3,Starbucks,STARBUCKS 6126,coffee,false,5814,synthetic,42859.9
t563,u_demo,a_credit,2025-05-12,-176.16,Target,TARGET #7635,shopping,false,5311,synthetic,-7783.63
t540,u_demo,a_checking,2025-05-13,-45.61,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,42814.3
t541,u_demo,a_checking,2025-05-13,-138.21,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,42676.1
t536,u_demo,a_checking,2025-05-14,-45.0,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic,42631.1
t557,u_demo,a_checking,2025-05-14,-5.95,Starbucks,STARBUCKS 4155,coffee,false,5814,synthetic,42625.1
t532,u_demo,a_checking,2025-05-15,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,45125.1
t550,u_demo,a_checking,2025-05-15,-13.9,Local Diner,LOCAL DINER 9954,restaurants,false,5812,synthetic,45111.2
t555,u_demo,a_checking,2025-05-15,-6.12,Starbucks,STARBUCKS 3844,coffee,false,5814,synthetic,45105.1
t562,u_demo,a_credit,2025-05-15,-235.05,Target,TARGET #4056,shopping,false,5311,synthetic,-8018.68
t560,u_demo,a_checking,2025-05-16,-35.06,Uber,UBER TRIP 5179,rideshare,false,4121,synthetic,45070.1
t542,u_demo,a_checking,2025-05-17,-80.79,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,44989.3
t553,u_demo,a_checking,2025-05-19,-7.25,Starbucks,STARBUCKS 4356,coffee,false,5814,synthetic,44982
t556,u_demo,a_checking,2025-05-20,-3.37,Starbucks,STARBUCKS 2823,coffee,false,5814,synthetic,44978.6
t549,u_demo,a_checking,2025-05-22,-36.15,Panera Bread,PANERA BREAD 7353,restaurants,false,5812,synthetic,44942.5
t543,u_demo,a_checking,2025-05-24,-57.2,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic,44885.3
t559,u_demo,a_checking,2025-05-24,-66.73,Lyft,LYFT TRIP 1988,rideshare,false,4121,synthetic,44818.6
t561,u_demo,a_checking,2025-05-25,-35.74,Uber,UBER TRIP 6626,rideshare,false,4121,synthetic,44782.8
t558,u_demo,a_checking,2025-05-27,-7.28,Starbucks,STARBUCKS 4778,coffee,false,5814,synthetic,44775.5
t565,u_demo,a_checking,2025-05-27,-156.07,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic,44619.5
t564,u_demo,a_credit,2025-05-28,-580.37,United Airlines,UA 477816,travel,false,4511,synthetic,-8599.05
t566,u_demo,a_checking,2025-05-29,108.83,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic,44728.3
t544,u_demo,a_checking,2025-05-30,-78.15,Shell,SHELL OIL 6352,gas,false,5541,synthetic,44650.2
t545,u_demo,a_checking,2025-05-31,-38.97,Chevron,CHEVRON OIL 1571,gas,false,5541,synthetic,44611.2
t567,u_demo,a_checking,2025-06-01,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,47111.2
t588,u_demo,a_checking,2025-06-01,-3.15,Starbucks,STARBUCKS 2949,coffee,false,5814,synthetic,47108
t569,u_demo,a_checking,2025-06-02,-1500.0,Landlord,MONTHLY RENT,housing,true,6513,synthetic,45608
t590,u_demo,a_checking,2025-06-02,-3.9,Starbucks,STARBUCKS 8014,coffee,false,5814,synthetic,45604.1
t576,u_demo,a_checking,2025-06-03,-88.9,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,45515.2
t573,u_demo,a_credit,2025-06-05,-12.99,Spotify,SPOTIFY P123,subscription,true,5815,synthetic,-8612.04
t574,u_demo,a_credit,2025-06-06,-7.99,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic,-8620.03
t575,u_demo,a_credit,2025-06-07,-2.99,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic,-8623.02
t594,u_demo,a_checking,2025-06-07,-53.13,Uber,UBER TRIP 1552,rideshare,false,4121,synthetic,45462.1
t584,u_demo,a_checking,2025-06-08,-13.15,Panera Bread,PANERA BREAD 4762,restaurants,false,5812,synthetic,45449
t570,u_demo,a_checking,2025-06-10,-80.0,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic,45369
t581,u_demo,a_checking,2025-06-11,-37.48,Chevron,CHEVRON OIL 4788,gas,false,5541,synthetic,45331.5
t583,u_demo,a_checking,2025-06-11,-33.4,Panera Bread,PANERA BREAD 3043,restaurants,false,5812,synthetic,45298.1
t596,u_demo,a_credit,2025-06-11,-217.17,Best Buy,BESTBUY #1899,electronics,false,5732,synthetic,-8840.19
t571,u_demo,a_checking,2025-06-12,-60.0,Comcast,HOME INTERNET,internet,true,4816,synthetic,45238.1
t578,u_demo,a_checking,2025-06-12,-98.05,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,45140
t599,u_demo,a_checking,2025-06-12,145.86,Venmo,VENMO CASHIN,transfer,false,6011,synthetic,45285.9
t572,u_demo,a_checking,2025-06-14,-45.0,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic,45240.9
t598,u_demo,a_checking,2025-06-14,-192.21,City Dental,CITY DENTAL,healthcare,false,8011,synthetic,45048.7
t568,u_demo,a_checking,2025-06-15,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,47548.7
t579,u_demo,a_checking,2025-06-16,-51.1,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,47497.6
t586,u_demo,a_checking,2025-06-16,-26.79,Panera Bread,PANERA BREAD 3720,restaurants,false,5812,synthetic,47470.8
t585,u_demo,a_checking,2025-06-17,-14.27,Chipotle,CHIPOTLE 4117,restaurants,false,5812,synthetic,47456.5
t592,u_demo,a_checking,2025-06-17,-19.2,Lyft,LYFT TRIP 7090,rideshare,false,4121,synthetic,47437.3
t600,u_demo,a_checking,2025-06-19,144.04,Venmo,VENMO CASHIN,transfer,false,6011,synthetic,47581.4
t589,u_demo,a_checking,2025-06-20,-4.79,Starbucks,STARBUCKS 8833,coffee,false,5814,synthetic,47576.6
t580,u_demo,a_checking,2025-06-21,-69.88,Shell,SHELL OIL 3433,gas,false,5541,synthetic,47506.7
t582,u_demo,a_checking,2025-06-21,-78.73,Chevron,CHEVRON OIL 2389,gas,false,5541,synthetic,47428
t591,u_demo,a_checking,2025-06-26,-3.19,Starbucks,STARBUCKS 4041,coffee,false,5814,synthetic,47424.8
t597,u_demo,a_credit,2025-06-26,-141.6,American Airlines,AA 198818,travel,false,4511,synthetic,-8981.79
t593,u_demo,a_checking,2025-06-27,-66.3,Lyft,LYFT TRIP 3056,rideshare,false,4121,synthetic,47358.5
t587,u_demo,a_checking,2025-06-28,-5.33,Starbucks,STARBUCKS 9032,coffee,false,5814,synthetic,47353.1
t595,u_demo,a_credit,2025-06-28,-179.85,Best Buy,BESTBUY #9442,electronics,false,5732,synthetic,-9161.64
t577,u_demo,a_checking,2025-06-30,-56.89,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,47296.2
t601,u_demo,a_checking,2025-07-01,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,49796.2
t603,u_demo,a_checking,2025-07-02,-1500.0,Landlord,MONTHLY RENT,housing,true,6513,synthetic,48296.2
t613,u_demo,a_checking,2025-07-03,-64.01,Chevron,CHEVRON OIL 9946,gas,false,5541,synthetic,48232.2
t628,u_demo,a_credit,2025-07-03,-217.58,Target,TARGET #6543,shopping,false,5311,synthetic,-9379.22
t630,u_demo,a_credit,2025-07-03,-295.37,United Airlines,UA 444333,travel,false,4511,synthetic,-9674.59
t629,u_demo,a_credit,2025-07-04,-97.44,Best Buy,BESTBUY #4374,electronics,false,5732,synthetic,-9772.03
t607,u_demo,a_credit,2025-07-05,-12.99,Spotify,SPOTIFY P123,subscription,true,5815,synthetic,-9785.02
t608,u_demo,a_credit,2025-07-06,-7.99,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic,-9793.01
t627,u_demo,a_checking,2025-07-06,-4.76,Starbucks,STARBUCKS 4216,coffee,false,5814,synthetic,48227.5
t609,u_demo,a_credit,2025-07-07,-2.99,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic,-9796
t615,u_demo,a_checking,2025-07-07,-78.04,Chevron,CHEVRON OIL 8005,gas,false,5541,synthetic,48149.4
t626,u_demo,a_checking,2025-07-07,-5.67,Starbucks,STARBUCKS 4155,coffee,false,5814,synthetic,48143.8
t604,u_demo,a_checking,2025-07-10,-80.0,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic,48063.8
t605,u_demo,a_checking,2025-07-12,-60.0,Comcast,HOME INTERNET,internet,true,4816,synthetic,48003.8
t611,u_demo,a_checking,2025-07-12,-113.32,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,47890.4
t623,u_demo,a_checking,2025-07-12,-7.37,Starbucks,STARBUCKS 1525,coffee,false,5814,synthetic,47883.1
t631,u_demo,a_checking,2025-07-12,-79.15,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic,47803.9
t606,u_demo,a_checking,2025-07-14,-45.0,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic,47758.9
t602,u_demo,a_checking,2025-07-15,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,50258.9
t620,u_demo,a_checking,2025-07-15,-18.52,Local Diner,LOCAL DINER 2394,restaurants,false,5812,synthetic,50240.4
t622,u_demo,a_checking,2025-07-15,-22.16,Chipotle,CHIPOTLE 4591,restaurants,false,5812,synthetic,50218.2
t618,u_demo,a_checking,2025-07-18,-27.64,Local Diner,LOCAL DINER 5703,restaurants,false,5812,synthetic,50190.6
t612,u_demo,a_checking,2025-07-22,-96.54,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,50094.1
t610,u_demo,a_checking,2025-07-23,-49.15,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,50044.9
t624,u_demo,a_checking,2025-07-23,-4.11,Starbucks,STARBUCKS 5648,coffee,false,5814,synthetic,50040.8
t616,u_demo,a_checking,2025-07-26,-51.27,Shell,SHELL OIL 3071,gas,false,5541,synthetic,49989.5
t619,u_demo,a_checking,2025-07-26,-28.19,Panera Bread,PANERA BREAD 6631,restaurants,false,5812,synthetic,49961.3
t617,u_demo,a_checking,2025-07-28,-25.15,Chipotle,CHIPOTLE 7675,restaurants,false,5812,synthetic,49936.2
t625,u_demo,a_checking,2025-07-28,-5.67,Starbucks,STARBUCKS 2646,coffee,false,5814,synthetic,49930.5
t614,u_demo,a_checking,2025-07-29,-40.18,Chevron,CHEVRON OIL 7078,gas,false,5541,synthetic,49890.3
t621,u_demo,a_checking,2025-07-29,-28.95,Chipotle,CHIPOTLE 1529,restaurants,false,5812,synthetic,49861.4
t632,u_demo,a_checking,2025-08-01,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,52361.4
t656,u_demo,a_checking,2025-08-01,-7.25,Starbucks,STARBUCKS 6238,coffee,false,5814,synthetic,52354.1
t663,u_demo,a_checking,2025-08-01,-62.5,Uber,UBER TRIP 6208,rideshare,false,4121,synthetic,52291.6
t668,u_demo,a_checking,2025-08-01,109.37,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic,52401
t634,u_demo,a_checking,2025-08-02,-1500.0,Landlord,MONTHLY RENT,housing,true,6513,synthetic,50901
t651,u_demo,a_checking,2025-08-02,-17.63,Chipotle,CHIPOTLE 6342,restaurants,false,5812,synthetic,50883.4
t638,u_demo,a_credit,2025-08-05,-12.99,Spotify,SPOTIFY P123,subscription,true,5815,synthetic,-9808.99
t643,u_demo,a_checking,2025-08-05,-95.68,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,50787.7
t639,u_demo,a_credit,2025-08-06,-7.99,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic,-9816.98
t666,u_demo,a_checking,2025-08-06,-200.08,Walgreens Clinic,WALGREENS CLINIC,healthcare,false,8011,synthetic,50587.6
t640,u_demo,a_credit,2025-08-07,-2.99,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic,-9819.97
t647,u_demo,a_checking,2025-08-09,-31.97,Shell,SHELL OIL 1281,gas,false,5541,synthetic,50555.7
t667,u_demo,a_checking,2025-08-09,-131.47,City Dental,CITY DENTAL,healthcare,false,8011,synthetic,50424.2
t635,u_demo,a_checking,2025-08-10,-80.0,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic,50344.2
t657,u_demo,a_checking,2025-08-10,-4.1,Starbucks,STARBUCKS 7257,coffee,false,5814,synthetic,50340.1
t641,u_demo,a_checking,2025-08-11,-68.99,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic,50271.1
t652,u_demo,a_checking,2025-08-11,-25.97,Panera Bread,PANERA BREAD 8595,restaurants,false,5812,synthetic,50245.1
t636,u_demo,a_checking,2025-08-12,-60.0,Comcast,HOME INTERNET,internet,true,4816,synthetic,50185.1
t637,u_demo,a_checking,2025-08-14,-45.0,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic,50140.1
t660,u_demo,a_checking,2025-08-14,-3.97,Starbucks,STARBUCKS 4072,coffee,false,5814,synthetic,50136.2
t661,u_demo,a_checking,2025-08-14,-50.16,Uber,UBER TRIP 9125,rideshare,false,4121,synthetic,50086
t633,u_demo,a_checking,2025-08-15,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,52586
t644,u_demo,a_checking,2025-08-17,-121.54,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic,52464.4
t659,u_demo,a_checking,2025-08-17,-7.19,Starbucks,STARBUCKS 1986,coffee,false,5814,synthetic,52457.3
t662,u_demo,a_checking,2025-08-18,-30.45,Lyft,LYFT TRIP 9133,rideshare,false,4121,synthetic,52426.8
t650,u_demo,a_checking,2025-08-21,-10.15,Panera Bread,PANERA BREAD 6370,restaurants,false,5812,synthetic,52416.7
t664,u_demo,a_credit,2025-08-21,-56.01,Target,TARGET #1488,shopping,false,5311,synthetic,-9875.98
t669,u_demo,a_checking,2025-08-21,176.04,Venmo,VENMO CASHIN,transfer,false,6011,synthetic,52592.7
t642,u_demo,a_checking,2025-08-22,-48.48,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,52544.2
t648,u_demo,a_checking,2025-08-23,-39.0,Shell,SHELL OIL 5293,gas,false,5541,synthetic,52505.2
t653,u_demo,a_checking,2025-08-23,-16.06,Chipotle,CHIPOTLE 2969,restaurants,false,5812,synthetic,52489.2
t654,u_demo,a_checking,2025-08-23,-31.92,Chipotle,CHIPOTLE 9320,restaurants,false,5812,synthetic,52457.2
t658,u_demo,a_checking,2025-08-26,-6.89,Starbucks,STARBUCKS 4719,coffee,false,5814,synthetic,52450.3
t646,u_demo,a_checking,2025-08-27,-70.63,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,52379.7
t649,u_demo,a_checking,2025-08-27,-64.41,Shell,SHELL OIL 2229,gas,false,5541,synthetic,52315.3
t645,u_demo,a_checking,2025-08-28,-98.02,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic,52217.3
t655,u_demo,a_checking,2025-08-29,-38.9,Panera Bread,PANERA BREAD 5612,restaurants,false,5812,synthetic,52178.4
t665,u_demo,a_credit,2025-08-29,-610.61,United Airlines,UA 653453,travel,false,4511,synthetic,-10486.6
t670,u_demo,a_checking,2025-09-01,2500.0,Acme Inc.,PAYROLL,Income,true,0,synthetic,54678.4
t680,u_demo,a_checking,2025-09-01,-80.46,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,54597.9
t672,u_demo,a_checking,2025-09-02,-1500.0,Landlord,MONTHLY RENT,housing,true,6513,synthetic,53097.9
t690,u_demo,a_checking,2025-09-04,-13.04,Local Diner,LOCAL DINER 5882,restaurants,false,5812,synthetic,53084.9
t691,u_demo,a_checking,2025-09-04,-5.35,Starbucks,STARBUCKS 8151,coffee,false,5814,synthetic,53079.5
t676,u_demo,a_credit,2025-09-05,-12.99,Spotify,SPOTIFY P123,subscription,true,5815,synthetic,-10499.6
t685,u_demo,a_checking,2025-09-05,-59.01,Chevron,CHEVRON OIL 5399,gas,false,5541,synthetic,53020.5
t677,u_demo,a_credit,2025-09-06,-7.99,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic,-10507.6
t684,u_demo,a_checking,2025-09-06,-35.45,Chevron,CHEVRON OIL 2177,gas,false,5541,synthetic,52985.1
t678,u_demo,a_credit,2025-09-07,-2.99,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic,-10510.6
t699,u_demo,a_checking,2025-09-07,-14.52,Lyft,LYFT TRIP 6291,rideshare,false,4121,synthetic,52970.6
t682,u_demo,a_checking,2025-09-08,-103.85,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,52866.7
t702,u_demo,a_checking,2025-09-08,-120.68,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic,52746
t673,u_demo,a_checking,2025-09-10,-80.0,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic,52666
t674,u_demo,a_checking,2025-09-12,-60.0,Comcast,HOME INTERNET,internet,true,4816,synthetic,52606
t681,u_demo,a_checking,2025-09-12,-100.77,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,52505.3
t686,u_demo,a_checking,2025-09-12,-68.24,Chevron,CHEVRON OIL 9234,gas,false,5541,synthetic,52437
t696,u_demo,a_checking,2025-09-12,-3.83,Starbucks,STARBUCKS 8052,coffee,false,5814,synthetic,52433.2
t675,u_demo,a_checking,2025-09-14,-45.0,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic,52388.2
t683,u_demo,a_checking,2025-09-14,-96.52,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic,52291.7
t687,u_demo,a_checking,2025-09-14,-10.55,Panera Bread,PANERA BREAD 7570,restaurants,false,5812,synthetic,52281.1
